Unnamed: 0,Emotion,Sentence
534,Anger,heo vàng cái lol . toàn bịp nhau . má nó gắp heo vàng 20 lần trúng mà nó toàn được tặng 6sms miễn_phí rồi thì thêm 1 lượt gắp
304,Enjoyment,nghe anh ấy nới chuyện rất thuyết_phục
919,Enjoyment,hết buồn cũng phải có tiền mới hết được : ) )
71,Fear,thằng này nguy_hiểm luôn rình_rập xung_quanh chúng_ta : ( (
1033,Other,thằng này ai củng đi mà đem về như tao thì không cần phải có công_nhân vệ_sinh rồi
1053,Sadness,hi_vọng hòa bình ở triều_tiên sẽ không còn xa nữa . goodbye ! # thằng này
1162,Sadness,"nhạc buồn quá . bài này là bài "" chia_tay trong chiều hoàng_hôn nắng úa màu "" - justin bieber cho bạn nào chưa biết nhé . : ' ("
56,Anger,dm chúng_mày bị bệnh à kiện chết con_mẹ mấy thằng ấu dâm bệnh_hoạn này đi
1556,Sadness,pháp không còn khoảng thời_gian bình_yên nữa rồi
383,Fear,má : ) đoạn đeo mặt_nạ kinh_dị vkl : ) )
1015,Other,thằng này chị đã kịp đi chỗ này chưa ?
689,Other,nhìn hình_vẽ khẩu_trang lại tưởng 1 con mắt = )
771,Sadness,trông tội vãi
1189,Enjoyment,tưởng tao sợ ư từ cái lần mày dọa rắn tao và tao rơi điện_thoại cuối_cùng vỡ màn_hình là tao đéo sợ nữa nhớ
619,Anger,thì con đỉ mẹ mày ghi nhanh vào .
746,Enjoyment,như con đười_ươi : )
1425,Sadness,bình thương tao hay cười lắm . nhưng khi tức tên . tao lại khóc . quá yếu_đuối
1711,Enjoyment,bà xinh thật_sự ❤ ️
350,Fear,hú_hồn chim én : ) nào làm ra này chắc cũng ngáo dữ : ) chắc add không sợ nhện : )
1709,Surprise,nhanh bất_ngờ đấy
1755,Surprise,chủ_tịch giả_vờ cầm cây củi mục múa vỏ và cái kết !
1788,Enjoyment,bị tát lần đầu có_thể sẽ hơi sốc một_chút nhưng bị nhiều lần rồi sẽ quen ngay ấy mà 😂
1652,Enjoyment,đến câu nào có đáp_số quen thì khoanh : ) )
1842,Disgust,"trong tất_cả các con , con mèo là mất_dạy nhất …"
374,Fear,thấy hơi sợ sợ rồi đấy : (
1380,Enjoyment,ai cho mình xin page của con này với thích xem nó live stream bán đồ gê
415,Anger,cảm_ơn các anh_chị báo_chí phóng_viên đã đưa tin . mong cơ_quan_chức_năng hãy làm thật nghiêm . thật mạnh_tay vụ này . đến khổ mấy đứa nhỏ . mưa rét thế này . càng nghĩ càng tức .
535,Enjoyment,cư ́ như kiê ̉ u = ) ngươ ̀ i yêu
656,Other,tao chả bao_giờ làm thế
710,Anger,chửi thì chửi . mà cái giọng của anh dọn phòng nghe trổi tai thật .
1573,Enjoyment,tao thấy buồn_cười vãi : ) )
827,Enjoyment,chúng_ta mất 3s để nói yêu nhau vài 30p để phịch nhau phải không nào
83,Fear,môn này đéo dành cho những người chân ngắn như tao : ) bay qua chắc lọt mẹ xuống sông ^ ^
37,Fear,"😔 tao không lấy chồng nữa , ở nhà nấu cơm cho mẹ , tao sợ lắm"
1507,Disgust,cô ngu như lợn 😒
226,Fear,chắc từ giờ tao đéo giám_ho nữa quá .
859,Other,chỉ là nóng quá tắm cho mát thôi mà
212,Fear,haha mắc cười quá . nhưng thật chúng_mày là tao rất sợ rắn .
1488,Disgust,con_cháu thằng nào ra đường mà không dạy thế
12,Other,kính thủy_lực là kính gì bạn ơi
1383,Enjoyment,hoá nhện tỏ_tình đấy : )
409,Enjoyment,chúc_mừng
1675,Disgust,"chúng_nó xạo lol vậy thôi chứ lên đại_học chúng_nó dập nhau như gà , đấy là tao nghe bọn nó nói thế chứ có_học đại_học đéo đâu mà biết 😕"
1319,Enjoyment,ông nào viết vui_tính thế = ) ) cưng thật
155,Fear,tao sợ ma nên không dám coi lun
240,Other,mạng_nhện chắc đóng kín rồi nhỉ
954,Other,con_trai gục đổ . con_gái_dụng trứng . lậy cô . à nhầm lậy anh
780,Enjoyment,mong ông_bà được nhiu sức_khỏe
1200,Enjoyment,lúc mày vui thì sao : ) những lúc buồn hãy nghĩ_lại trước_kia vui_sướng !
239,Other,mới ra mà nắm_bắt nhanh_thế
221,Other,biết_đâu mưa xuống ổng ấy lại hết ngáo ?
145,Other,mưa lắm các con giời ở nhà ngủ cho khoẻ nhé .
174,Fear,mấy con yêu nghiệt ngày_xưa nội có nuôi 2 con cứ ra đằng sau là nó dí chạy muốn tuột mẹ quần 🙄 🙄
1859,Enjoyment,bố là số 1 vĩ_đại hơn những gì con cần
1625,Surprise,bán không thu thuế luôn à
380,Fear,tao thề . nhìn bạn ấy xong tao muốn rụng mấy quả trứng luôn 😓
170,Disgust,"chọn thằng nào không quan_trọng , vì đằng nào cũng không có thằng nào nó thích em đâu mà ảo_tưởng = ) )"
1707,Enjoyment,đồng nai mùa chim nướng yên xe kaka
472,Other,"cái công_ty thực_phẩm cung_cấp cho các trường mầm_non thật quá độc_ác . vì lợi_ích cá_nhân mà ảnh_hưởng khủng_khiếp tới các em . quá dã_man . các người gây nên hoạ thì mai này đời con đời cháu sẽ phải gánh nghiệp đó thôi . gieo nhân nào gặt quả ấy , đừng tưởng bây_giờ sống nhé nhỉ thế_là không sao . đời còn dài lắm"
1932,Enjoyment,chắc là năm lớp 4 5 gì đó : ) ) tao mua bánh kẹo đem vô lớp bán_lẻ lại . mỗi lần đem bán như_vậy chắc cũng kiếm được lãi 2 - 30k 😂
1557,Sadness,không có gì là tồn_tại mãi nhỉ
878,Disgust,nhưng mà người khác nhìn vào bảo thế_là lẳng_lơ
1821,Surprise,đắt hơn sân_bay luôn
1262,Anger,dm con già mà hành xử trâu chó . đời nó sẽ gặp báo_ứng
1509,Sadness,anh đừng bỏ em đi mà 😢
1799,Surprise,vậy cũng được luôn hả ? 😄
660,Sadness,tao ngồi tao khóc 1 buổi ☹ ️
1960,Surprise,y_tế 24tr tháng á ? kinh_vầy ?
859,Disgust,đời tao ghét con súc_sinh này vãi . . nhiều khi tao tự_vấn tao làm gì sai mà mỗi lần tao đi qua nó là y_như_rằng tao phải chạy như chó chứ không_thể_nào hiên_ngang đi 1 cách như người bình_thường
184,Disgust,chị dâu thì vãi rồi
676,Sadness,năm nào cũng phải ở nhà trông nhà : ( (
102,Enjoyment,"thằng này đấu nhau to rồi , phen này hay"
584,Other,thằng này dăm_ba cái con nhện : )
1465,Sadness,gắp đúng lúc nhưng hình_như đúng lúc người_ta không muốn y ai ? đó là 1 câu_chuyện buồn
1185,Sadness,mua con lợn 50k được lì_xì 40k . ok em ổn
952,Other,"bị đánh 1 lần thì hơi sốc , nhưng nhiều lần thì tâm_hồn sẽ trở_nên mạnh_mẽ , cảm_xúc nó mới đàn_hồi"
1019,Sadness,crush bị_thịt hay không không quan_trọng . tao chỉ sợ vợ tao đang bị thg nào đó gạ địt thôi . nghĩ mà buồn
479,Enjoyment,"đang học sử buồn_ngủ , xem cái này tỉnh rụi liền = ) )"
1019,Enjoyment,"lúc nhỏ nấu bằng này không , nấu hơi bị ngon , tạo cơm cháy ăn bao riềng"
1156,Sadness,chưa bao_giờ b đến đích là gì cả
83,Other,"chỉ cần bạn dùng tình_yêu_thương , sự chân_thành của mình đối_với nó thì không gì là không_thể ."
555,Anger,do cái áo . mặc giống nhau làm đíuu gì
1050,Other,hóa chó nhiều quá thì cũng có lúc phải hóa thành người chứ = )
1472,Disgust,bảo dân_trí thấp lại tự_ái
164,Fear,ám_ảnh đến bây_giờ 24 tuổi vẫn sợ ngỗng : )
1705,Disgust,thiểu_năng đội cái nón không nổi thì sao đủ năng_lực chạy xe . nhìn là thấy hãm .
1283,Enjoyment,đáng yêuc quad 🤤
618,Anger,"phải em thì dume nó chửi thé thì đéo cần nói nhiều nữa . gọi c . an xuống kéo mẹ nó xe đi , kiểu gì cũng mệt thôi bác ."
1692,Enjoyment,còn 1 tháng nữa thôi khép lại những ngày_tháng vui buồn nhưng luôn có người bên cạnh sẻ chia không lo_lắng của tuổi thanh_xuân cái tuổi đẹp nhất của cng
1024,Sadness,có ai ngu như tao không đơn_phương con nhỏ cạnh nhà 4 năm mặc_dù nó ngồi chung bàn với tao suốt mấy năm cấp 3 : (
759,Disgust,mấy thanh_niên ngu học theo ngôn tình thấy chai bé không viết hết được lại mua chai 1 . 8 lít thì hơi mệt đấy 😂 😂 😊
1173,Disgust,nằm ngó miệng kiểu đó ai dám ăn ?
1735,Disgust,cho bỏ cái ngu đậu xe ẩu_tả .
883,Disgust,đã hói lại còn mắt thâm
120,Enjoyment,"cảm_ơn nói_chuyện nhật ! 1 nền khoa_học , giáo_dục , trí_tuệ văn_minh ! ! 😘"
1558,Sadness,chỉ còn lại tro_tàn
1178,Anger,"dume mày là con_gái đó , còn tao thì : dume mày có xuống không thì bảo"
996,Enjoyment,chỉ mong có người đến cuối đời vẫn yêu mình như ngày đầu_tiên ❤
122,Disgust,ngu như mày thì khỏe
1294,Sadness,em đi bộ chết mẹ đây này
1668,Other,khóc_lóc rồi năm sau họp lớp đéo ai đi : ) )
186,Fear,sợ vãi linh_hồn
557,Anger,đéo đùa : ) )
733,Enjoyment,chủ như này lại chăm làm vãi = ) )
668,Sadness,câu_chuyện của mày làm tao buồn quá
136,Enjoyment,idol có skill mới chất quá 😂 1 cú đánh mông thôi mà đối_thủ bay sấp_mặt luôn_luôn 🤣
5,Fear,tao mà ở đây là sợ rụng trứng luôn chứ đừng nói ăn
1892,Anger,toàn “ nam thanh nữ tú ” mở mồm ra nói hay như sách giáo_khoa . hành_động thì như con c . .
610,Other,không_những công_khai . mà phải cho thi lại . để biết đúng thực_lực
790,Sadness,từ bé đến giờ mình chưa bao_giờ xếp được 1 cái rubic nào thế_mà cu nhóc kia xếp xong trong vài giây ! xấu_hổ quá
985,Sadness,nhìn stt đồng_cảm khủng_khiếp .
1846,Disgust,nhìn mặt nó nhăn_nhó khó_chịu vãi
358,Fear,hú_hồn chim én : ) )
1212,Enjoyment,cười sái mẹ quai_hàm
732,Disgust,dm gớm chó thiệt chứ
620,Sadness,tao ho rụng hết tóc rồi 😭
336,Disgust,đừng có xàm lồn trên này
291,Other,lạy chúa con còn lứa tuổi học_sinh
1596,Sadness,thằng này sự thích thể_hiện của các bạn mà bóng_đá thằng này tốn một món tiền không nhỏ ! 😩 🙏 🤕
1104,Disgust,kinh_dị vãi 😖 😖
1612,Surprise,thiết_kế tinh_tế quá
764,Enjoyment,"con nghiệt súc này mỗi lần tao đi đá bóng là 2 vợ_chồng nó dí theo cắn bầm hết chân , thứ này thù dai kinh_khủng , chiều nào nó cũng khởi_động cho tao trước khi đá bóng . con_mẹ nó giờ tao lớn rồi , tay_nghề nấu_nướng cũng không tệ gặp mà dí theo là xác_định tao quay nó vàng ương luôn = ] ]"
1549,Disgust,con này ăn cức mà lớn hay sao ấy . đánh không lại thì chạy ngu như bò đứng cho tụi nó đánh
339,Fear,"đồng_nghiệp tốt , chị_em tốt đi làm như đi chơi : ) ) chứ làm cùng với mấy con mlz đáng sợ lắm : ) )"
1664,Surprise,đẹp khó tin quá
169,Anger,quản_trị viên hỏi thế này thì có khác gì giữa thịt lợn và thịt chó ăn món nào ? quản_trị viên hỏi thế này là hơi coi_thường chị_em đó 🤨
56,Anger,dm chúng_mày bị bệnh à kiện chết con_mẹ mấy thằng ấu dâm bệnh_hoạn này đi
603,Sadness,chẳng biết nói gì . xem video em cười suốt mà lòng tôi không thấy vui tẹo nào . thương em
1259,Anger,mẹ . trung_thu là tết thiếu_nhi . có phải mùa động_dục đâu mà phải có người_yêu nhỉ . vớ va vớ_vẩn 😒
561,Fear,tâm_sự không đúng người_ngoài việc họ cười vào mặt bạn
269,Enjoyment,chai này mới ghi được nhìu chữ hài_hước
793,Disgust,cái giống mắc zại nhất từng thấy : ) )
557,Sadness,thằng này thế_mà cháu tôi không biết chơi 😭 😭
169,Anger,quản_trị viên hỏi thế này thì có khác gì giữa thịt lợn và thịt chó ăn món nào ? quản_trị viên hỏi thế này là hơi coi_thường chị_em đó 🤨
315,Fear,trò này cũng nguy_hiểm chết người đừng đùa theo mà mang_họa
556,Disgust,"hà_nội làm con người_ta trở_nên nhỏ_nhen và bon_chen , luật thi áp_dụng như cứt nó chỉ giành cho người có tiền và có quyền"
229,Disgust,đánh cho lắm đéo thấm miếng nào khi main chỉ hất mông 1 phát bay mất tiêu : ) )
1866,Other,hoàng thượng mặc áo đầu_lâu mới sợ chứ
936,Other,"còn những người bình_thường rất dữ , thật_ra họ hiền lắm , nội_tâm lắm"
599,Sadness,mua con lợn 5 chục lì_xì được có 40 nghìn mất thời_gian tốn cả tiền_bạc 😂
272,Fear,thằng này = ) đáng sợ vãi
968,Enjoyment,vui_tính quá ? ? vừa kết_bạn xong ? ?
660,Other,cái đồng_hồ mọi người cho em hỏi giá bao_nhiêu ạ
1821,Surprise,đắt hơn sân_bay luôn
1512,Anger,bọn óc vật 🙂 đụng vào con_cháu nhà tao thử
537,Other,thằng này đẳng_cấp nào rồi em
260,Fear,nguy_hiểm lắm
144,Fear,nếu địa_phương không xây cầu thì người dân cũng có_thể tự làm cầu cây mà . phóng lỡ hụt chân thì xác_định nát người .
90,Anger,"chỉ có bọn nông_dân mới nghĩ ra mấy trò này , phải con_cháu nhà tao thì tao đến từng nhà 1 bắt từng thằng ăn cứt"
1512,Anger,bọn óc vật 🙂 đụng vào con_cháu nhà tao thử
1561,Sadness,tiếc quá ! nguyên_nhân
832,Other,"chỉ cần đó là việc mình thích , không làm_phiền ai là được"
39,Fear,hi_vọng trưa nay lúc ăn cơm vtv24 sẽ không đưa tin về bạn này ạ
374,Fear,thấy hơi sợ sợ rồi đấy : (
1744,Surprise,quả váy hồng truất vãi_chưởng
731,Sadness,🙁 bị rớt tiền
1350,Disgust,nuôi gì mà không có tâm gì v nè
1322,Enjoyment,ở đâu cho tao làm với
539,Other,dàn lông chân = )
171,Fear,má hồi xưa về ngoại chơi đi đường bị nguyên đàn yêu nghiệt này dí chạy té đái giờ vẫn sợ bọn nó 😨
399,Other,"quê tao mà , tao nhìn 1 cái là biết ngay"
413,Sadness,vì chúng_ta không nên nói_chuyện với nhau nữa
1952,Surprise,thật ư 😱
1514,Anger,"chỉ có bạo_lực mới giải_quyết được bạo_lực , tao mà làm_luật tao sẽ hạ tuổi người_lớn là 13 tuổi , đem nó lao_động khổ sai 10 năn"
425,Anger,lâu lắm rồi mà gio mới xử_phạt
28,Fear,"thằng này trong vòng 4 tháng chắc anh chụp hơn trăm tấm , huhu , sợ quá 😱 😢"
1494,Sadness,trời ơi cái đoạn này em khóc tu tu luôn 😪 . . trong khoảnh_khắc rời xa một ai đó mãi_mãi cơn đau thấu ngực trái huhu
1356,Sadness,phải có bao_nhiêu tình_cảm mới có_thể viết ra được những dòng này .
433,Sadness,nước mình chả í thức gì cả xả rác bừa_bãi để trôi rác đầy đường thể này thật buồn
1190,Enjoyment,thỉnh_thoảng lại xem_lại phim này quá hay và ý_nghĩa
119,Other,tàn_nhang là xác_định nhá ?
495,Anger,thằng này bố mày nhắn_tin rồi cái con cặc gì mày cũng cho thằng em mày xem
933,Other,nhìn thế thôi nhưng làm được video như này cũng khó lắm hay phết 🙂
92,Fear,cả 2 kẻ này đều đáng sợ !
414,Other,cấm đỗ là việc của công_an
1856,Disgust,con mèo cục xúc nhất năm : 3
1756,Surprise,thế đéo nào ma không bị phóng_điện nhỉ
852,Other,"và cô gái ăn cái bánh vài năm vẫn chưa xong ,"
779,Disgust,nhìn ghét nhỉ : ) )
1390,Disgust,"thế mày lại ghép nhạc vào làm gì cho con bé bị tán mấy chục cái , mày ác lắm"
26,Fear,"đang tính đi nhổ răng_khôn ( à quên , nó ngu chứ khôn đéo gì . . ) nghe được cảnh_báo này chắc không dám đi nhổ luôn ."
591,Anger,nên cho người xử sai ngồi_tù như người_ta xem sao .
1156,Disgust,như con điên : ) )
1793,Surprise,"ồ ! thật là bất_ngờ , thật là thú zị , thật là liên_quan ?"
451,Other,có khi nào là chủ_tịch giả_vờ không ?
823,Disgust,chủ_tịch rả vờ ngu và cái kết đừng bao rờ khinh_thường người khác 😂 😂
647,Enjoyment,nhắn với người_yêu còn đéo nhẹ_nhàng như vậy = ) )
